id,supplier,item,description,cost,status,date
REQ93648,Cisco Systems,W i z   C l o u d + CISCO FP2K + Cr0wdStr1ke EDR + M S   3 6 5   E 5,"This order is intended to strengthen defences in the EMEA region and includes provisions for both Wiz Cl0ud ™ and CS Falcon ™. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Technical integration will be performed in Q3, with expected go-live by 2024-02-25. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions.",149446.68,DRAFT,2025-08-27
REQ80968,Zscaler Inc,Zscaler_Internet_Access + crowdstrike edr + W1zCld,"This order is intended to strengthen defences in the APAC region and includes provisions for both cloud firewall subscription and tanium endpoint. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Technical integration will be performed in Q3, with expected go-live by 2023-07-06. As part of our strategic initiative for FY2024, CrowdStrike Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",209923.39,PENDING,2023-05-05
REQ43801,CC,Zsc@ler Internet Access + C r o w d s t r i k   F l a c o n + T a n i u m   E n d p o i n t,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, CC has been engaged to address recent audit findings. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both Z $ c a l e r   I A and C i s c o   F P - 2 1 0 0. Technical integration will be performed in Q2, with expected go-live by 2025-09-02.",163276.0,DRAFT,2023-06-28
REQ73646,CC,WIZ CL0UD + C r o w d S t r i k e   F a l c o n + Z $ c a l e r   I A,"As part of our strategic initiative for FY2025, CC has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-01-26. This order is intended to strengthen defences in the APAC region and includes provisions for both 云安全平台 and Z s c a l e r   I A. Historical systems such as WizShield will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",288151.5,ORDERED,2023-03-18
REQ63368,Tanium Inc,cs falcon + Wiz Cl0ud ™ + Zsc@ler Internet Access + WizDefnd,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both CrowdStrike_EDR and Z s c a l e r   I A. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Tanium Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-11-09.",371767.68,CANCELLED,2023-04-26
REQ68471,Cisco Systems,Wiz_Defend + W1z Cl0ud + taniummgmt,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud defense module and Cr0wdStr1ke F@lc0n. Technical integration will be performed in Q1, with expected go-live by 2023-12-22. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings.",92903.93,ORDERED,2024-12-17
REQ50037,Cisco Systems,CISCO FP2K + Wiz Cloud ™ + W1z Cl0ud,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the Americas region and includes provisions for both C1sc0 FP-2100 and Microsft 365 E5 ™. Technical integration will be performed in Q1, with expected go-live by 2025-03-02. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",357806.54,CANCELLED,2025-05-17
REQ41496,Zscaler Inc,Wiz_Cl0ud + Tanium Endpoint ™ + zscaler internet access + Firepower_2K_series,"This order is intended to strengthen defences in the APAC region and includes provisions for both W i z   C l o u d and TaniumMgmt ™. Technical integration will be performed in Q3, with expected go-live by 2025-12-02. As part of our strategic initiative for FY2024, Zscaler Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions.",450345.09,ORDERED,2024-10-16
REQ96194,Cisco Systems,TaniumMgmt ™ + Cisco FP-2100 ™,"As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both TANIUM and WIZ CL0UD. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. Technical integration will be performed in Q3, with expected go-live by 2025-05-07.",438864.92,PENDING,2024-08-24
REQ60026,WWT,O365 E5 + wizcld + zscaler internet access + TANIUMMGMT,"This order is intended to strengthen defences in the Americas region and includes provisions for both O365 E5 and Z$caler_IA. Historical systems such as WizShield will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2024-11-18. As part of our strategic initiative for FY2025, WWT has been engaged to address recent audit findings.",267270.06,ORDERED,2023-04-21
REQ62873,Cisco Systems,Zscaler IA ™ + T a n i u m + CrowdStrike_EDR + crowdstrik flacon,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q4, with expected go-live by 2023-10-21. Historical systems such as WizShield will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both cloud firewall subscription and cisco firepower 2000 series. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings.",217367.6,ORDERED,2025-02-24
REQ74248,Microsoft Corp,microsoft e5 + WIZ CL0UD + F1rep0wer 2K ser1es + CS_Falcon,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Microsoft Corp has been engaged to address recent audit findings. This order is intended to strengthen defences in the EMEA region and includes provisions for both Microsoft E5 ™ and C1sc0 FP-2100. Historical systems such as WizShield will be phased out in favour of newer solutions. Technical integration will be performed in Q3, with expected go-live by 2025-12-23.",182829.19,PENDING,2023-12-04
REQ59840,CC,Z$caler_IA + WIZ CL0UD + Microsoft E5 ™,"This order is intended to strengthen defences in the EMEA region and includes provisions for both Z$c@ler IA and Tanium. Technical integration will be performed in Q2, with expected go-live by 2024-03-08. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, CC has been engaged to address recent audit findings.",66179.56,CANCELLED,2025-08-29
REQ63707,Cisco Systems,TANIUM + WIZ CL0UD + microsoft e5,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, Cisco Systems has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-07-26. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both 端点管理系统 and Z$caler IA ™.",151198.84,DRAFT,2025-10-13
REQ15170,Cisco Systems,CrowdStrike_Falcon + Z$c@ler IA,"Technical integration will be performed in Q1, with expected go-live by 2023-08-15. As part of our strategic initiative for FY2023, WWT has been engaged to address recent audit findings. This order is intended to strengthen defences in the EMEA region and includes provisions for both endpoint threat detection and TANIUM. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions.",426863.1,CANCELLED,2024-10-02
REQ95045,CrowdStrike Inc,W1zCld + cisco firepower 2000 series,"As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the EMEA region and includes provisions for both 云安全平台 and Firepower 2K series ™. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Technical integration will be performed in Q2, with expected go-live by 2024-11-04.",443631.32,PENDING,2023-08-20
REQ91033,Microsoft Corp,C r o w d S t r i k e   E D R + wizdefnd + Wiz_Defnd,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q4, with expected go-live by 2025-06-16. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both protección de puntos finales and Cisco Firepower 2000 Series ™. As part of our strategic initiative for FY2025, Microsoft Corp has been engaged to address recent audit findings.",52144.86,PENDING,2025-09-13
REQ68733,CC,F i r e p o w e r   2 K   s e r i e s + CROWDSTRIK FLACON + wiz cl0ud,"Technical integration will be performed in Q2, with expected go-live by 2025-11-01. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, CC has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both network firewall appliance and wiz defend.",48569.83,ORDERED,2025-07-04
REQ57617,CrowdStrike Inc,Cisco FP-2100 ™ + taniummgmt + Zscaler_IA,"As part of our strategic initiative for FY2023, CrowdStrike Inc has been engaged to address recent audit findings. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q4, with expected go-live by 2025-04-24. This order is intended to strengthen defences in the Americas region and includes provisions for both network firewall appliance and MICROSOFT E5.",359377.18,DRAFT,2023-07-19
REQ24125,Wiz Inc,Z$caler IA ™ + T a n i u m   E n d p o i n t + C r o w d s t r i k   F l a c o n,"Historical systems such as WizShield will be phased out in favour of newer solutions. As part of our strategic initiative for FY2025, Wiz Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the APAC region and includes provisions for both cloud firewall subscription and cisco fp-2100. Technical integration will be performed in Q3, with expected go-live by 2025-12-05.",379788.92,DRAFT,2023-09-10
REQ54939,WWT,Z$c@ler IA + T@n1umMgmt + Wiz_Defnd,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings. This order is intended to strengthen defences in the Americas region and includes provisions for both ZSCALER IA and TANIUM ENDPOINT. Technical integration will be performed in Q1, with expected go-live by 2025-12-22. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",485393.37,ORDERED,2023-10-01
REQ97445,CC,CROWDSTRIK FLACON + Z$caler IA ™,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both CS Falcon ™ and Firepower 2K series ™. Technical integration will be performed in Q3, with expected go-live by 2024-03-21. Historical systems such as WizShield will be phased out in favour of newer solutions. As part of our strategic initiative for FY2025, CC has been engaged to address recent audit findings.",356511.2,CANCELLED,2025-05-15
REQ47701,Microsoft Corp,Z$caler_IA + CROWDSTRIK FLACON + Microsoft_E5,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q2, with expected go-live by 2023-04-19. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both Zsc@ler IA and Tanium Endpoint ™. As part of our strategic initiative for FY2024, Microsoft Corp has been engaged to address recent audit findings.",348003.36,DRAFT,2025-02-20
REQ66165,CC,WIZ CL0UD + Tanium ™ + Zscaler_Internet_Access,"Technical integration will be performed in Q3, with expected go-live by 2024-02-20. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. This order is intended to strengthen defences in the Americas region and includes provisions for both gestión de postura en la nube and Tanium ™. As part of our strategic initiative for FY2023, CC has been engaged to address recent audit findings.",143160.56,CANCELLED,2023-09-24
REQ80390,Tanium Inc,C S   F a l c o n + Wiz_Defnd + T@n1umMgmt,"This order is intended to strengthen defences in the APAC region and includes provisions for both 端点安全 and Cisco Firepower 2000 Series ™. Technical integration will be performed in Q2, with expected go-live by 2023-03-23. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2025, Tanium Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",204691.45,CANCELLED,2024-03-29
REQ95397,Zscaler Inc,cs falcon + microsoft e5 + WIZ DEFEND,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Zscaler Inc has been engaged to address recent audit findings. This order is intended to strengthen defences in the APAC region and includes provisions for both protección de puntos finales and Microsft 365 E5 ™. Technical integration will be performed in Q4, with expected go-live by 2023-01-19. Historical systems such as WizShield will be phased out in favour of newer solutions.",100293.63,DRAFT,2023-07-16
REQ83149,Microsoft Corp,C r o w d s t r i k   F l a c o n + Zscaler IA ™,"This order is intended to strengthen defences in the EMEA region and includes provisions for both 端点安全 and Cisco FP2K ™. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2023-08-01. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2025, Microsoft Corp has been engaged to address recent audit findings.",39868.84,PENDING,2024-06-13
REQ46899,CC,W i z   C l 0 u d + Z $ c a l e r   I A,"Technical integration will be performed in Q3, with expected go-live by 2023-02-04. Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. This order is intended to strengthen defences in the Americas region and includes provisions for both 云安全平台 and Wiz Defend ™. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",383810.75,ORDERED,2025-02-20
REQ55069,Microsoft Corp,W1z Cl0ud + T a n i u m + TANIUM ENDPOINT,"Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2024-08-27. This order is intended to strengthen defences in the EMEA region and includes provisions for both Wiz Cl0ud ™ and Z$caler_IA. As part of our strategic initiative for FY2023, Microsoft Corp has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",109809.79,PENDING,2023-11-26
REQ29974,Wiz Inc,CrowdStrike_EDR + O365 E5 + C i s c o   F P - 2 1 0 0 + Microsft_365_E5,"As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. This order is intended to strengthen defences in the EMEA region and includes provisions for both protección de puntos finales and Z $ c a l e r   I A. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2025-08-02.",284948.24,CANCELLED,2024-10-09
REQ12441,Cisco Systems,WIZCLD + C1sc0 F1rep0wer 2000 Ser1es + Z$CALER IA + WIZ DEFEND,"Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2024-07-20. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. This order is intended to strengthen defences in the APAC region and includes provisions for both Wiz_Cl0ud and cisco fp2k.",425545.7,DRAFT,2025-04-09
REQ73373,Cisco Systems,zscaler internet access + WIZDEFND + Tanium ™ + T@n1umMgmt,"Historical systems such as WizShield will be phased out in favour of newer solutions. As part of our strategic initiative for FY2025, Wiz Inc has been engaged to address recent audit findings. Technical integration will be performed in Q4, with expected go-live by 2023-11-01. This order is intended to strengthen defences in the Americas region and includes provisions for both Z$caler IA ™ and F1rep0wer 2K ser1es. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls.",469891.75,DRAFT,2024-03-24
REQ59613,WWT,Z$caler_IA + Microsoft E5 ™,"This order is intended to strengthen defences in the EMEA region and includes provisions for both zscaler ia and tanium endpoint. As part of our strategic initiative for FY2024, WWT has been engaged to address recent audit findings. Technical integration will be performed in Q2, with expected go-live by 2023-03-29. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Historical systems such as WizShield will be phased out in favour of newer solutions.",185821.91,DRAFT,2025-11-24
REQ72759,CC,CISCO FIREPOWER 2000 SERIES + CS F@lc0n + Zsc@ler Internet Access + Z $ c a l e r   I A,"Historical systems such as Palo Alto Networks FW-5000 will be phased out in favour of newer solutions. As part of our strategic initiative for FY2024, CC has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q3, with expected go-live by 2025-09-24. This order is intended to strengthen defences in the Americas region and includes provisions for both network firewall appliance and W1z Defnd.",242115.48,PENDING,2025-04-21
REQ88753,Wiz Inc,O 3 6 5   E 5 + zscaler internet access,"This order is intended to strengthen defences in the EMEA region and includes provisions for both MICROSFT 365 E5 and CROWDSTRIKE EDR. Historical systems such as Old Endpoint Protection will be phased out in favour of newer solutions. As part of our strategic initiative for FY2023, Wiz Inc has been engaged to address recent audit findings. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. Technical integration will be performed in Q1, with expected go-live by 2023-10-28.",75642.51,PENDING,2025-11-12
REQ80685,Cisco Systems,CISCO FP2K + CROWDSTRIKE FALCON,"Historical systems such as Legacy Firewall will be phased out in favour of newer solutions. Technical integration will be performed in Q4, with expected go-live by 2025-02-28. This order is intended to strengthen defences in the APAC region and includes provisions for both CISCO FP-2100 and Cr0wdStr1ke EDR. Additional consideration was given to compliance with GDPR, ISO 27001, and SOC 2 controls. As part of our strategic initiative for FY2023, Cisco Systems has been engaged to address recent audit findings.",414623.28,ORDERED,2025-12-05
